link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/states-launch-probe-tiktok_n_62202746e4b039d8f9519e4c,States Launch Probe Into TikTok's Effect On Kids' Health,U.S. NEWS,State attorneys general have launched a nationwide investigation into TikTok and its possible harmful effects on young users’ mental health.,"MARCY GORDON, AP",3/3/2022
https://www.huffpost.com/entry/us-congress-spending-joe-manchin_n_622003f8e4b030a2f53805fb,"Manchin Fans Faint Hopes For Stalled Social, Climate Bill",U.S. NEWS,Pivotal Sen. Joe Manchin has floated the broad outlines of a reconfigured social and environment package that aims half its resources at reducing federal deficits.,"ALAN FRAM, AP",3/3/2022
https://www.huffpost.com/entry/joe-biden-abortion-state-of-the-union_n_621e8c64e4b0250871a6d4ad,Joe Biden: Abortion Rights ‘Under Attack As Never Before’,POLITICS,"Despite the president's strong words on reproductive rights, he still has yet to say the word ""abortion"" in any public statement or remarks.",Alanna Vagianos,2/3/2022
https://www.huffpost.com/entry/bc-russia-ukraine-war-sports_n_621f897ce4b0ce76f63415a0,"Russians Face More Sports Sanctions, But Not At Paralympics",SPORTS,Russian athletes have been restricted from competing in more sporting events around the world but the Paralympics made an exception.,"JAMES ELLINGWORTH, AP",2/3/2022
https://www.huffpost.com/entry/bc-un-russia-ukraine-war-united-nations_n_621f4caae4b0a7784bb1a3ba,Nations Line Up To Support UN Resolution Demanding Russia Stop War,WORLD NEWS,U.N. General Assembly resolutions are not legally binding but they do have clout in reflecting international opinion.,"Edith M. Lederer, AP",2/3/2022
https://www.huffpost.com/entry/democrats-cuellar-cisneros-texas-congressional-primary-too-close-to-call_n_621f0dc6e4b025227d64baef,Heated Texas Congressional Primary Still Too Close To Call,POLITICS,Progressive Democrat Jessica Cisneros had a narrow lead over Rep. Henry Cuellar as election day came to a close.,Daniel Marans,2/3/2022
https://www.huffpost.com/entry/amelia-earhart-helmet-auction_n_621fc9d7e4b0a7784bb2d3f8,"Helmet Worn By Amelia Earhart Sells For $825,000 At Auction",U.S. NEWS,Earhart was just a passenger in June 1928 when she became the first woman on board a plane crossing the Atlantic.,"KAREN MATTHEWS, AP",2/3/2022
https://www.huffpost.com/entry/stocks-fall-ukraine-war_n_621eb3cae4b025227d6424b4,"Stocks Fall, Oil Tops $100 A Barrel As Ukraine War Rages",U.S. NEWS,Stocks fell as soaring oil prices raised more concerns about how Russia’s escalating war on Ukraine may impact the global economy.,"DAMIAN J. TROISE and ALEX VEIGA, AP",2/3/2022
https://www.huffpost.com/entry/covid-cases-in-us_n_621e3a4ae4b0ef74d7361e5d,CDC Estimates More Than 140 Million Americans Have Had COVID So Far,U.S. NEWS,Nearly 60% of children in the U.S. have likely had the disease.,Ryan Grenoble,1/3/2022
https://www.huffpost.com/entry/mlb-lockout-opening-day-canceled_n_621e9a00e4b0ce76f632495d,MLB Cancels Opening Day As Labor Dispute Continues,SPORTS,Major League Baseball Commissioner Rob Manfred made the announcement after lockout talks collapsed ahead of management's deadline.,"Ronald Blum, AP",1/3/2022
https://www.huffpost.com/entry/state-of-the-union-guests_n_621e7227e4b018aad3bf8f8e,Ukrainian Ambassador Oksana Markarova To Attend Tonight's State Of The Union Speech,POLITICS,The ambassador will be a guest of first lady Jill Biden along with Facebook whistleblower Frances Haugen.,Ryan Grenoble,1/3/2022
https://www.huffpost.com/entry/bc-bbo-lockout_n_621ddf6fe4b06e1cc5946ebc,MLB Pushes Labor-Deal Deadline To Tuesday For March 31 Start,SPORTS,Major League Baseball extended its deadline for rescuing opening day and a 162-game season until Tuesday at 5 p.m.,"Ronald Blum, AP",1/3/2022
https://www.huffpost.com/entry/bc-us-state-of-the-union_n_621de629e4b0d1388f19f7a5,Biden To Give First State Of The Union Address At Fraught Moment,POLITICS,"President Joe Biden aims to navigate the country out a pandemic, reboot his stalled domestic agenda and confront Russia’s aggression.","ZEKE MILLER and COLLEEN LONG, AP",1/3/2022
https://www.huffpost.com/entry/troy-kotsur-sag-award-win-deaf-actor_n_621c21c9e4b03d0c803aae8c,Troy Kotsur Makes History As First Deaf Actor To Win A SAG Award,ENTERTAINMENT,"The ""CODA"" star's win now makes him the unofficial front-runner for an Academy Award next month.",Curtis M. Wong,2/28/2022
https://www.huffpost.com/entry/united-nations-russia-ukraine_n_621c71a4e4b0afc668c2b418,"UN General Assembly, Security Council To Hold Meetings About Russia's Invasion Of Ukraine",WORLD NEWS,The Security Council gave a green light Sunday for the first emergency session of the General Assembly in decades.,"Edith M. Lederer, AP",2/28/2022
https://www.huffpost.com/entry/capitol-police-fence-sotu_n_621ca362e4b03d0c803bb74b,Capitol Police Fence Off Capitol Ahead of Biden's First State Of The Union,U.S. NEWS,Capitol Police are stepping up security for Tuesday's address and the approach of protesting truckers.,Marita Vlachou,2/28/2022
https://www.huffpost.com/entry/capitol-insurrection-trial-jury-selection-guy-reffitt_n_621cc8a1e4b06e1cc592c263,Many Capitol Riot Cases Could Hinge On 1st Trial's Outcome,U.S. NEWS,"The trial of a Texas man charged in the Jan. 6, 2021 attack could be a bellwether for the hundreds of other related cases.",,2/28/2022
https://www.huffpost.com/entry/ukraine-refugees-russia-invasion_n_621cb86fe4b06e1cc59292d0,"More Than 500,000 Have Fled Ukraine Since Russia Invaded, UN Reports",WORLD NEWS,"The latest count had 281,000 people entering Poland, more than 84,500 in Hungary, about 36,400 in Moldova, over 32,500 in Romania and about 30,000 in Slovakia.","Jamey Keaten, AP",2/28/2022
https://www.huffpost.com/entry/bp-russia-invasion-ukraine_n_621c529ee4b0f800ce2391ee,BP Plans To Exit Stake In Russian Oil Giant Over Ukraine Invasion,WORLD NEWS,"If BP walks away from the holdings completely it could write down up to $25 billion, it said.",Nick Visser,2/28/2022
https://www.huffpost.com/entry/russia-ukraine-invasion-civilians_n_621a2ac9e4b06e1cc58ff766,"Russia Hits Ukraine Fuel Suplies, Airfields In New Attacks",WORLD NEWS,"Russian forces blew up a gas pipeline in Kharkiv and an oil depot near the Zhuliany airport, according to the office of Ukrainian President Zelenskyy.","Yuras Karmanau, Jim Heintz, Vladimir Isachenkov and Zeke Miller, AP",2/27/2022
https://www.huffpost.com/entry/nikole-hannah-jones-naacp-image-awards-2022-social-justice-impact_n_621a78ebe4b06e1cc5903e05,Nikole Hannah-Jones At 2022 NAACP Image Awards: 'Our History Is Being Attacked',ENTERTAINMENT,"""A healthy society does not ban ideas,” the Pulitzer Prize-winning journalist said as she accepted the Social Justice Impact Award at the ceremony.",Kimberley Richards,2/27/2022
https://www.huffpost.com/entry/european-union-ukraine-invasion-global-reaction_n_621bf254e4b0f800ce231737,"European Union Shuts Airspace To Russian Airlines, Will Buy Ukraine Arms",WORLD NEWS,"The European Union is closing its airspace to Russian airlines, and spending hundreds of millions of dollars to supply weapons to Ukraine.","EMILY SCHULTHEIS and LORNE COOK, AP",2/27/2022
https://www.huffpost.com/entry/new-york-lift-school-mask-mandate_n_621bdb34e4b06e1cc5910cd9,New York To Lift Statewide School Mask Mandate In Days,POLITICS,"Gov. Kathy Hochul announced that the requirement will be rescinded on March 2 for kids 2 years and older, citing reduced COVID-19 cases and CDC guidance.",,2/27/2022
https://www.huffpost.com/entry/us-film-sag-awards_n_621bcaa3e4b0afc668c20b95,Screen Actors Guild Awards To Offer Oscars Preview,U.S. NEWS,"The 28th Screen Actors Guild Awards will kick off with a “Hamilton” reunion, feature a lifetime achievement award for Helen Mirren and, maybe, supply a preview of the upcoming Academy Awards.","JAKE COYLE, AP",2/27/2022
https://www.huffpost.com/entry/north-korea-missile-launch_n_621ac78be4b0ef74d7311d38,North Korea Fires Suspected Missile Into Sea,WORLD NEWS,South Korea’s military says North Korea has fired a suspected missile into the sea off of its eastern coast.,,2/27/2022
https://www.huffpost.com/entry/trayvon-martin-stand-your-ground_n_621a3db1e4b0f800ce22038f,'Stand Your Ground' Laws Have Skyrocketed Since Trayvon Martin's Killing,POLITICS,"Ten years after the 17-year-old was fatally shot by George Zimmerman, over 30 states now have some form of the law.","Curt Anderson and Lindsay Whitehurst, AP",2/26/2022
https://www.huffpost.com/entry/bc-ukraine-invasion-sports_n_621a4ed3e4b0afc668c119ee,Poland And Sweden Refuse To Play Russia In World Cup Playoffs,WORLD NEWS,"""No more words, time to act!” wrote Polish soccer federation president Cezary Kulesza on Twitter.",,2/26/2022
https://www.huffpost.com/entry/ukraine-aid-refugees_n_621a875ce4b0d1388f15c877,"Aid Groups, Friendly Countries Scramble To Help Ukrainians Under Assault By Russia",WORLD NEWS,"More than 150,000 Ukrainian refugees have now left their homeland, the United Nations said, and thousands have been displaced across the country.",Akbar Shahid Ahmed,2/26/2022
https://www.huffpost.com/entry/some-120000-ukrainians-flee-largest-european-ground-war-since-wwii_n_621a4b34e4b0f800ce220b4c,"Some 150,000 Ukrainians Flee Largest European Ground War Since WWII",WORLD NEWS,"While some tried fleeing by car or train, others traveled miles by foot toward border crossings, hoping for safe refuge.","Vanessa Gera and Adam Pemble, AP",2/26/2022
https://www.huffpost.com/entry/detroit-zoo-birds-inside-avian-flu_n_6219429ae4b0ef74d72ff15f,Detroit Zoo Moves Birds Inside Over Avian Flu Outbreak In Michigan,U.S. NEWS,"Most of the birds, including the peacocks who normally roam freely, will be sequestered inside due to worries over a deadly strain of avian flu.",Hilary Hanson,2/26/2022
https://www.huffpost.com/entry/cpac-republicans-biden-ukraine_n_6217d356e4b0ef74d72cd55c,Republicans At CPAC Would Rather Talk About The Southern Border Than Ukraine,POLITICS,"Speakers didn't say much about the Russian attack, which was unfolding during the GOP conference.",Liz Skalka,2/25/2022
https://www.huffpost.com/entry/jim-inhofe-retire-senate_n_6218f2f4e4b03d0c8037e8ae,GOP Sen. Jim Inhofe To Retire This Year,POLITICS,"The staunch conservative and climate change denier is stepping down before his term is up, setting up a likely competitive GOP primary in Oklahoma.",Igor Bobic,2/25/2022
https://www.huffpost.com/entry/ukraine-russia-un-humanitarian-aid_n_62189fd6e4b03d0c8036e328,UN To Scale Up Humanitarian Operations In Ukraine Following Russia's Invasion,WORLD NEWS,"The UN will allocate $20 million to “help with health care, shelter, food, and water and sanitation to the most vulnerable people affected by the conflict.”","Edith M. Lederer, AP",2/25/2022
https://www.huffpost.com/entry/ukrainian-refugees-europe-russia-attack_n_6218988ce4b0d1388f12db37,Europe Braces For Refugees As Russia Attacks Ukraine's Capital,WORLD NEWS,"With Russia's invasion of Ukraine in full swing, neighboring countries in Europe are preparing for an influx of people fleeing the destruction.",Marita Vlachou,2/25/2022
https://www.huffpost.com/entry/another-starbucks-store-votes-to-unionize_n_620d1275e4b0685128b0646b,Another Starbucks Store Votes To Unionize,BUSINESS,The store in Arizona joins two in New York as the only corporate Starbucks stores with a union.,Dave Jamieson,2/25/2022
https://www.huffpost.com/entry/mlb-lockout-baseball_n_6218254be4b0ef74d72d6fae,MLB 4 Days From Deadline To Cancel Games And Shorten Season,U.S. NEWS,"Both sides agreed to meet again Friday, which will be the fifth straight day of bargaining and the 11th on core economics since the lockout started Dec. 2.","RONALD BLUM, AP",2/25/2022
https://www.huffpost.com/entry/ap-eu-ukraine-tensions-worried-baltics_n_62177df9e4b0afc668bc0270,Ukraine Attack Leaves Baltics Wondering: Are We Next?,WORLD NEWS,"To Estonians, Latvians and Lithuanians, Russia’s belligerence toward Ukraine has some worried that they could be the Kremlin's next target.","LIUDAS DAPKUS and KARL RITTER, AP",2/24/2022
https://www.huffpost.com/entry/queen-elizabeth-cancels-engagements-second-time_n_6217973ce4b0ef74d72c0dd6,Queen Elizabeth Cancels Engagements For 2nd Time This Week,WORLD NEWS,"The queen previously canceled engagements on Tuesday, but she did have her weekly audience with Prime Minister Boris Johnson on Wednesday.",Carly Ledbetter,2/24/2022
https://www.huffpost.com/entry/world-markets-russia-ukraine_n_62171853e4b0f800ce1bed3a,Russian Military Action In Ukraine Causes Oil Prices To Soar,BUSINESS,Asian and European stock markets plunged and oil prices surged to nearly $100 a barrel Thursday after Russia attacked Ukraine.,"Joe McDonald, AP",2/24/2022
https://www.huffpost.com/entry/antony-blinken-russia-ukraine-invasion-update_n_6216d4d3e4b0f800ce1b82bf,Antony Blinken Says He Believes Russia Will Invade Ukraine Imminently,POLITICS,"“I can’t put a date or exact time on it, but everything is in place for Russia to move forward,"" the secretary of state said.",Nick Visser,2/24/2022
https://www.huffpost.com/entry/ukraine-russia-cyberattacks_n_62172428e4b0ef74d72ac34d,Cyberattacks Accompany Russian Military Assault On Ukraine,TECH,"The websites of Ukraine's defense, foreign and interior ministries were unreachable or painfully slow to load Thursday after a wave of distributed-denial-of-service attacks.","Frank Bajak, AP",2/24/2022
https://www.huffpost.com/entry/louisiana-deputies-manslaughter-parked-car_n_62164897e4b03d0c8031b9f8,2 Louisiana Deputies Charged In Shooting Death Of Man In Parked Car,CRIME,"The Jefferson Parish deputies were fired and arrested after killing Daniel Vallee, 34. The sheriff said lethal force ""was not justified.""",Sara Boboltz,2/23/2022
https://www.huffpost.com/entry/greg-casar-eddie-rodriguez-texas-primary_n_62168298e4b0afc668ba124d,Why Texas Progressive Greg Casar Gives Hope To The Embattled Left,POLITICS,"Casar's star is rising, but he will need to beat mainstream liberal Eddie Rodriguez to get to Congress.",Daniel Marans,2/23/2022
https://www.huffpost.com/entry/keturah-herron-lgbtq-state-legislature_n_62164462e4b0afc668b942fc,Kentucky Elects First Openly LGBTQ State House Member In Special Election,POLITICS,"Keturah Herron, an activist and former ACLU strategist, helped pass Kentucky’s “Breonna’s law,” which limited the use of no-knock warrants.",Travis Waldron,2/23/2022
https://www.huffpost.com/entry/biden-ukraine-russia-putin-tensions_n_6215974ee4b06e1cc586e22e,"Biden, Putin Signal Bigger Confrontation Ahead Over Ukraine",WORLD NEWS,"Putin has yet to unleash the force of the 150,000 troops massed on three sides of Ukraine.","Vladimir Isachenkiv, Yuras Karmanau, Aamer Madhani and Eric Tucker, AP",2/23/2022
https://www.huffpost.com/entry/allen-weisselberg-seeks-toss-tax-fraud-case_n_62168b0ae4b0d1388f0e9600,"Allen Weisselberg, Trump Organization Seek To Toss Tax Fraud Case",POLITICS,Lawyers for the Trump Organization's CFO are arguing that New York prosecutors targeted Weisselberg as punishment because he wouldn’t flip on the former president.,"Michael R. Sisick, AP",2/23/2022
